關鍵字,回應
綠島極光潛水,「綠島極光輕旅」提供一條龍的服務，不論是代訂船票/住宿安排又或是摩托車租賃等，民宿都能為您服務。而水域套裝行程，包含著體驗潛水/浮潛/ＳＵＰ立槳/藍洞秘境跳水/海釣/玻璃船/夜間導覽等，擁有合法專業教練，並投保水域相關責任險等，讓每位客人都能玩得安全又開心，盡情享受精彩多變的美好旅程。\n「綠島極光輕旅」為合法安全民宿，一樓公共空間提供著舒適大沙發及65吋大螢幕，飲水機，洗衣機/烘衣機等，二樓設有保險櫃可供使用，而三樓則是海景客廳並搭配65大螢幕電視，不論是想在此追劇，上課或聯誼等，都能滿足旅人的需求。民宿房型為北歐簡約風格，共分有雙人房，四人房以及背包客房等，房內設備完善，背包客房以獨立且附有遮光簾的床位區隔，並在床座裝置有USB雙插孔設計，貼心又便捷。
海子?Ocean Rover 綠島潛水旅宿,位在柴口附近，以幾間咖啡色系的貨櫃屋拼湊而成，並與木質裝潢結合，讓人會有像是間小木屋的錯覺，背臨著綠意盎然的小山脈，散發著清新怡人的大自然氛圍。\n昏暗的工業風室內裝潢，在深淺的灰色系與旅宿主人的收藏品搭配下，更添加了些溫馨感。室內格局看似迷你，卻五臟俱全，大廳提供了廚房設備，吧台以及桌遊，讓住客們即使呆在旅宿，也能在這小空間裡更加認識彼此，增添旅行的趣味。\n提供 PADI 開放水域潛水員課程套裝，有照休閒潛水以及 PADI 高氧空氣潛水員課程，更有提供適合無經驗者的水肺潛水課程！最大的優點是，旅宿的教練們還擁有高質量的潛水拍照技能，想拍出美美的潛水照那可就別錯過這間旅宿了！
"Oceanian 綠島自由潛水背包客棧 Green island,Taiwan",OCEANIAN是一間結合綠島自由潛水的青包客棧，提供住宿，課程，裝備還有一切與海洋相關的活。OCEANIAN這個名字是我們自己定義的，意指來自大海的人，一群在海邊生活的人。歡迎所有人加入Oceanian。在海邊有一個家。\nLogo的設計結合了海浪，鯨魚還有海平線上的日出三個意象。我們的理念是希望讓來到這個地方的人們都能卸下他們的重擔，在這裡享受最純粹的海邊生活，感受大海賦予海人的自由。
島潛,我們提供多種潛水服務以適合不同潛水程度的你。想體驗在水裡呼吸到底是什麼感覺嗎？想一探海底世界的風光，既心動又有點緊張？建議您先來試試體驗潛水吧！\n已有證照的您，旅遊潛水將帶您探索綠島豐富的黑潮珊瑚礁環境；能見度更是台灣其他潛點難以體驗的。綠島也是適合想考取PADI開放水域課程（OW）和進階開放水域潛水課程（AOW）的絕佳去處，更多資訊點擊課程連結就能看到囉。
Goods dive,Gary教練\n一個當了9年的職業軍人，曾經以為自己什麼都不會，對未來感到茫然，以為這輩子就要這樣將就，但在29歲那一年，想要掙脫一成不變的乏味生活，從一個不會游泳、不會半句英文、沒有任何專長的人，決定勇敢一次，克服心中恐懼成為潛水教練。\nDaisy教練\n有些地方，就是能讓人一眼愛上的存在，我想恆春就是那樣的地方。一個有山有海、有古城、有溫泉的存在。所以像是某種安排，我們成為恆春人，這段日子以來，為了讓「好好」能成為我們心中想要的樣子，我們常常意見不合，爭執不休，心力交瘁也成了日常，習慣旅行流浪的我們這才發現，原來有個地方能夠遮風擋雨，讓你躲在角落，是那麼不簡單。\n原來這個地方，叫做歸宿。\n邀請你們跟我們一起，一起好好生活，好好潛水，好好的過著自己喜歡的日子。
水青潛水旅宿,位於綠島鄉，距離石浪海灘（Shilang Beach）不到 1 公里，距離中寮海灘（Zhongliao Beach） 2.3 公里，提供 WiFi（免費）和空調，開放花園供住客使用。 住宿提供設備齊全的私人衛浴，附淋浴設施和吹風機。 水青潛水旅宿 Water Blue 提供租車服務。住客可以在附近健行。 這間住宿距離綠島燈塔 2.4 公里，距離綠島人權文化園區 4.5 公里。最近的機場是綠島機場，距離水青潛水旅宿 Water Blue 1 公里。這間住宿提供付費機場接駁服務。
綠島·潛界 ,店家無提供此相關資訊
安全停留潛水中心,我們位於柴口靠海的綠地，佔地三百坪完全從零開始打造的全新家園， 鬧中取靜， 除了完善的潛水中心之外有三間上下舖的冷氣房(兩人，四人和六人)， 兩間衛浴， 三間浴室， 我們的水源是完全自然的地下水， 水壓強， 熱水很熱， 冷水很涼， 任君調整水溫. 寬闊的屋簷下有四套八人座南方松公園桌椅(老闆親手打造) 洗衣機晾衣區讓長住的客人每天有新鮮的衣服穿。空調的廚房有大冰箱， 瓦斯爐， 兩大飲水壺， 熱水壺， 烤箱， 微波爐， 兩台大小電鍋， 兩台電磁爐， 充足的鍋碗瓢盆， 外帶三用桶仔雞烤爐和串烤爐各一組......等應有盡有。我們唯一的要求只有請使用者保持廚房清潔， 愛護使用電器鍋碗， 清潔歸位和垃圾分類。每次潛水中間都會有水面停留時間來排放體內累積的氮氣，潛水員們可以趁著水面停留時間來談天說地，聊潛水、聊生活，在每一趟潛旅或者不潛水的日子，大家也是在執行水面停留，希望我們能讓有共同興趣的人們時常聚在一起，無論是分享潛水樂趣，或者暢談生活點滴，可以讓每位潛水員都像家人一般聚在一起。
綠島野蠻紮實潛水社,『紮實訓練，潛的安心、玩得開心』\n一直都是野蠻對所有學員的『初心』。\n野蠻紮實潛水訓練中心，創立於2015年，坐落於台灣台中市。\n發起人黃總教練，一位充滿熱忱的義消人員，在搜救中遇見潛水，為此極感興趣，因而打造「野蠻紮實潛水訓練中心」這家潛店，不僅想培訓更優秀的救援人才造福社會，也想讓熱愛潛水的大家，有個休憩交流的溫馨小屋。
綠島-飛航模室潛水旅宿 ,不少客人會問我們店名為什麼叫「飛航模室」？是因為老闆是退役機師或空服員嗎？\n其實我們本身與航空業並沒有太大關聯，當初命名是因為我們的地點位於綠島機場旁，希望來到這裡的每一位客人都能放下3C產品，好好放鬆潛水、享受小島的慢生活，因此取名「飛航模室」。
綠島 海遇潛水,兩個教練，一間潛店，一些床位，一些秘境，等一些朋友來 因海而遇\n我們在離海三分鐘的中寮221號，前面有山，後面有海，騎車5分鐘至南寮市區，沿途經綠島主要熱鬧精華地段，是一個最舒服放鬆的空間，保留你們在小島的另一個家。
Koh ocean · 嶼海 綠島自由潛水旅宿,Koh ocean是一間結合自由潛水，水肺潛水的工作室，提供自由潛水教學，考照，住宿，行程與各種探索活動。\n我們想打造一個海人們能盡情享受大自然美麗與海底自由的地方，既使你生活在都市，也能在這裡有一個溫暖且放鬆的空間。
綠島海灣會館,"綠島海灣會館是由3個愛好潛水及自行車暢遊的臺中人所成立的，成立的宗旨是讓所有愛好潛水及騎行者在綠島有1個最優質的休憩環境及最提供最安全，舒適，安心的潛水設施，讓所有愛好潛水的潛客能在海灣得到最放鬆的心境，及最優質的住宿品質。\n生命的起源來自海洋，人性的平靜來自深藍,回到生命的起源綠島海灣，體驗無重力極致空無寧靜的內太空，享受生命的最初。"
綠島微風潛水度假中心, 「綠島微風民宿」曾帶給許多到此遊玩的旅客們很多美好的難忘回憶。為了讓更多的旅人擁有更多美麗的綠島回憶，特別於2013年成立「綠島微風潛水渡假中心」，本店位於綠島著名潛水景點「石郎浮潛區」對面.我們擁有多位全職的PADI潛水教練，提供一系列的專業潛水課程與國際品牌的潛水裝備，完善的教室及視聽設備、專業的教練、細心規畫的多元課程，讓初學者及符合資格的潛水員能享有全年全天候的教育服務。就算沒有潛水經驗，您也能在經驗豐富的教練陪同下，安心悠游在蔚藍的綠島海域。我們提供遊客全方位的綠島旅遊服務，除了休閒潛水觀光行程、專業的潛水課程和教練課程，更提供住宿及接送服務。
佈拉咖潛旅,佈拉咖熱情的青春，總該好好把握每一個時光…走吧～前往湛藍海島中釋放青春的無限能量吧！
綠島玉米-潛水住宿,位於台東縣的綠島鄉，靠近石浪海灘（Shilang Beach）和中寮海灘（Zhongliao Beach），提供 WiFi（免費）和免費私人停車位。\n綠島玉米-潛水住宿 Diveholix Homestay 距離柴口海灘（Chaikou Beach） 2.6 公里，距離綠島燈塔 2.1 公里。最近的機場是綠島機場，距離這間住宿 1 公里。
海島旅人,「綠島‧海島旅人」佇立在這有著世界聞名海底溫泉的小島上熱情地歡迎著您的到來，這裡海底世界精彩豐富，湛藍清澈的海水加上滿滿魚群與繽紛的珊瑚等都讓潛水旅人趨之若鶩，而除了水上活動外，綠島也擁有豐富的人文資產和奇岩峻石，讓無論各種組合的旅人都能在此享受到海島獨有的漫活步調，盡情地放鬆身心，徜徉於藍天白雲的懷抱之中。
綠島快樂潛水民宿,喜歡看海、放空的我倆無意間接觸到了潛水，進而造就了 ~ 綠島快樂潛水民宿！！\n人，一旦有了夢想、有了目標、行動力量就會往前挺進；動機越強，遇到困難越能突破它，目標一旦完成後將會是滿滿的成就感 & 喜悅！！！\nPS：蓋房子是一件超級累人的事，尤其又是在離島，但如果可以，我倆願意再接再勵繼續蓋第二棟、第三棟?。然而充滿挑戰的我倆竟又造了一艘全新的船?很意外嗎!?哈哈?一點也不??因為這樣才能全方位的服務我們的朋友!!!\n因為我夢想中的民宿，客人不只是客人，是家人也是朋友! 用我想要如何「被對待」的心來款待每位客人?希望大家都能全然的放鬆、享受這寧靜、安逸的美好時光?更能盡情的擁抱這碧綠的海洋，放慢腳步真切感受海風吹拂而過的悠閒時光，做個快樂的主人！\n在綠島每個月份都有屬於自己的生活步調，一年四季都有不同的玩法、不同的景緻，不同的面貌呈現，讓您可以更盡情的擁抱自然、釋放壓力！快樂是家庭的重要架構，也是人生中不可或缺的情感?而這將會是您在綠島的家、溫暖且充滿活力！！！
月光城堡潛水中心,「綠島潛水中心‧月光城堡Moon's Diving Center」位於綠島南寮漁港，擁有便捷的交通位置，距離熱鬧的商業街道只要分三鐘即可抵達，前往綠島機場約五分鐘，不論是搭船或搭機的遊客們，都能夠以最短程、最便利的交通抵達潛水中心，擁有更多自主玩樂的空閒時間。在月光城堡潛水中心你可以開始您的PADI潛水課程、考照或體驗潛水，等您來親身體驗喔！
過日子民宿&綠島阿禧潛水俱樂部,在這裡你可以輕鬆地曬著太陽，吹著微風，聽著遠方傳來的大海信息，享受著愜意的生活，讓你忘卻的所有煩憂。而這裡不僅有著讓世界驚豔的海底世界與溫泉，更處處充滿人文歷史遺跡，不論是喜愛刺激的冒險家或是熱愛古蹟的文青都能在此滿足您一顆愛旅行的心。位於公館村內，鄰近柴口浮潛區，以清新自在為主軸打造出無憂的氛圍，讓人可盡情地在此解放身心。想在綠島渡過一個無憂無慮的美好假期時光嗎？歡迎您入住「綠島住宿‧過日子」，讓「過日子」陪你度過每一個幸福時刻。
海街日記- 綠島潛水旅宿,希望每個來的人們，都能夠有滿滿收穫與回憶，當哪天提起海街日記時，心中所浮現的會是溫暖與歡，屬於你我的海街故事新的章節即將開始。退去唯美貴氣的裝潢，如果只是想體驗一下真正寄宿在綠島的朋友家這種氛圍的背包客或潛客，在海街日記會發現這裡沒有老闆與客人，只有一群愛海的朋友們，找回人與人之間的暖心溫度。\n可以開火下廚，上下舖的背包客床鋪及可愛黏人的店貓，都讓這間海島小屋滿滿的人情味。房型選擇多樣，從四人雅房到雙床或一床房型都可選擇，環境整潔又反饋滿分，是背包客遊玩綠島的好選擇。
藏水綠島館,"藏水綠島館 潛水課程班，最適合潛水考照的旅店 最專業的教練在此。一來到外島，第一個想到的一定就是玩水了吧！炎炎夏日，泡在冰涼又透徹的海水裡，絕對是全世界最幸福的事情，而來到所有外島裡海水最清澈明亮的綠島，絕對不能錯過的就是浮潛以及潛水了，今天就帶大家搶先看，來到綠島潛水是什麼體驗呢。具有良好的地理位置，旅客乘船抵達綠島步行不到3分鐘的路程便能卸下行囊展開旅程，若想至熱鬧的南寮大街大啖美食、採購伴手禮則只需要約2分鐘的車程就可抵達。清幽的居住環境與便捷的生活機能，讓旅客無須來匆匆去也匆匆，從旅程的起點到結尾無時無刻都超愜意！
"
戀戀火燒島,「綠島民宿－戀戀火燒島．海邊渡假民宿」位於綠島浮潛勝地－石朗前方，擁有占地700坪的遼闊區域以及仿希臘式的藍白建築，主人更貼心在園區內架設木棧板及木質涼亭，讓您在夕陽西下時，與三五好友談天說地，悠閒的坐在涼亭中欣賞美景，看著一朵朵的浪花遍佈在海上，彷彿置身於峇里島般浪漫～\n暢遊綠島真的很簡單！「綠島民宿－戀戀火燒島．海邊渡假民宿」特地為遊客們規劃了兩天一夜及三天兩夜的套裝行程，供遊客們自由選擇，讓您以最優惠的價格玩遍綠島，更提供有簡餐、餐廳合菜及BBQ自助碳烤等加值用餐方式，給您最多元化的選擇～
綠島走走,走走潛水背包旅宿位於綠島鄉，設有共用休息室，距離中寮海灘 300 公尺，距離柴口海灘1.3 公里，開車前來的住客可使用免費私人停車位。這間住宿距離石浪海灘 2.6 公里，距離綠島燈塔不到 1 公里，距離綠島人權文化園區 2.8 公里。
海人生綠島海景民宿,海人生海景民宿位在綠島鄉，距離中寮海灘只需走一點路，住宿提供 WiFi（免費）和空調。住客可以使用露台。住宿提供設備齊全的私人衛浴，附浴缸或淋浴設施和吹風機。\n海人生海景民宿的住客可以享用亞洲風味早餐。這間住宿提供腳踏車租借服務。\n海人生海景民宿 附近的人氣景點包括柴口海灘、公館海灘和綠島燈塔。最近的機場是綠島機場，距離海人生海景民宿1 公里。
水面休息潛水員旅宿,"【水面休息潛水員旅宿】後方有一望無際的大海，白天所見即是一片清澈湛藍的海灣風情，然而到了夜晚，夜幕像一條無比寬大的毯子,滿天的星星綴落在毯子上閃閃發光，讓人無法自拔地醉心於此！熱鬧的綠島大街上，無數的美食盡等著你享受，濃郁鹹甜的海草冰、食指大動的生魚片、垂涎三尺的滷味拼盤等等，是不是迫不及待想踏上綠島之旅了呢？ 除此之外，水面休息潛水員旅宿擁有便捷的地理位置，鄰近阿岡炭烤、柴口浮潛區、將軍岩船潛區、牛頭山、果腹小吃店、小型便利商店、咖啡廳……等等！讓您輕鬆享受海島的悠遊氣息~！"
柒七潛水旅店,『綠島柒七潛水旅店』為全新裝修後的獨棟別墅型民宿，位於鬧中取靜的中寮村莊裡，步行至綠島特色景點【綠島燈塔】與【烏油窟(又稱情人與寧靜海)】以及【中寮港】只須3分鐘的路程，旅客們從民宿出發不到2分鐘便可欣賞到綠島寬闊又美麗的海景，曬著艷陽，乘著海風，探索綠島的美麗景色，享受綠島濃烈的熱情。\n『綠島‧柒七民宿』提供兩人、四人、六人等房型共5間套房，精心打造寬敞明亮的睡房與衛浴設施帶給旅客們舒適的住宿空間，柒七民宿是經營者熱愛綠島、長久以來追逐的夢想實現。
島人嶼海,在這個世界上，廣大太平洋的那一端，有一座美麗的小海島，生活在島嶼上的人，都是「島人」。\n小島的大海藍得很透徹、海洋資源豐富又多元，水底下住著各式各樣繽紛多彩的珊瑚礁、千奇百怪的海洋生物，還有著獨一無二的海洋文化。不過，奇怪的是，大多數生活在島嶼上的人們，對大海的所有一切都很陌生，因為，在島人的世界裡流傳著一句「海邊很危險，千萬別靠近！」和各種關於恐怖大海的故事。或者，第一次對海洋生物的認識，都是從市場裡一具具冷冰冰的屍體和餐桌上一道道的料理開始。\n當我們離開這座美麗的小島開始到世界去旅行，遇見了許多不同文化的人、用著不同的方式與大海相處與生活，漸漸發現，原來人和大海其實是密不可分的共同體，而且人和海洋生物是可以和平共處甚至成為朋友的。大海是很有包容力、生命力，而且迷人的，大海是一個看似遠在天邊，卻近在我們腳前的奇特世界。\n於是，我們回到了這座美麗的小海島。以「讓人與海的距離更親近，讓大海注入生活。」作為我們的核心理念，讓生活在島上的島人們認識這個完全不一樣的海底世界，也讓不認識、不生活在這座島上的人們知道，原來世界上有這麼一座精彩多元、有著豐富海洋文化的美麗島嶼。\n我們熱愛用影像和文字去記錄水下和島上的故事，分享海洋的美麗與哀愁，並且讓更多人重視海洋生態和海洋環境議題。我們相信影像和文字是一股很強大的力量，它就像大海一樣沒有界線，總是能流傳得更廣大、更長遠，也能於各種不同的文化與世代之間流動。\n我們也希望能帶著人們一起下水，一起溶入大海當中體驗大海的包容力和生命力。如果你願意跨出那一步，我們永遠都在大海裡等你。
綠島9號精品渡假村,您再也沒有到綠島潛水要先被太座罵一頓的困擾了！我們提供您不潛水的另一半一個最好的渡假環境。絕佳的觀海風景、舒適的座位區，伴著微風一面看著漁船進出~~幾本小說、幾杯清涼飲料，相信能滿足每一位挑剔的客人。優惠的房價就能輕鬆擁有五星級度假村的享受怎能不讓您優先擁有！\n佔地462坪米.建築總面積為316坪米.並擁有305坪米的休閒空間。這樣大的場地僅僅提供給26名會員，我們小小渡假村包含了幾個必要的部分：\n綠島9號精品渡假村-僅提供1間四人房、3間六人房 、5間雙人房\n潛水中心-提供PADI潛水課程訓練服務、各項觀光潛水、船潛、潛水旅遊等活動。您可以自由的報名參加潛水活動.或是3-5好友一同報名潛的海底觀光行程，當然也可以報名各項潛水課程。
高氧旅宿,「綠島民宿．高氧旅宿」提供潛水、美食、住宿等服務，我們將在此等候您一起走訪綠島各秘境景點，帶您驚艷綠島海底神秘內太空，享受海鮮美食餐點。讓愛旅行的您，帶走最棒的綠島！我們愛玩、愛攝影、愛旅行，發現綠島如此美妙，慢慢地對綠島有著豐富的情感，終於在這美麗的小島有了歸宿。\n宿主人的動人故事\n「我們都喜歡潛水！而他就是我的潛水教練！」戴著相同的魚尾項鍊，穿著短褲、身材高挑纖細的嘎哇思，擁有薩奇萊雅族的深邃輪廓，隨後走來一身黝黑，戴著墨鏡笑得燦爛、又愛講冷笑話的嘟嘟，「擁有共同的興趣，就能一起下水、幫她拍更多影片！」愛上綠島的海，先後來到島上的嘟嘟和嘎哇思，生活在陸地，生命裡住著璀璨的海洋，與波光閃耀的愛情！
愛上綠島民宿,愛上綠島民宿嚮往綠海藍天的優美景致，想要在夏季時前往海濱踏浪嗎？ 現在就往充滿南洋風情的綠島出發吧！ 位於綠島南寮村的「綠島民宿-愛上綠島」，座落南寮漁港旁，步行即可輕鬆抵達港邊，前往綠島航空站也僅需5分鐘路程即可抵達，不但擁有前往台東和蘭嶼的便捷交通優勢，更加鄰近熱鬧的綠島市區，您可就近逛遊樸實的 鄉野街道，也可驅車前往綠島監獄、朝日溫泉、柚子湖、綠島燈塔、將軍岩、梅花鹿生態園區等知名景點遊覽探 遊，感受火燒島的樸實寧靜的獨特魅力。
綠島居福潛水,店家無提供此相關資訊
綠島海猴子潛水,「綠島住宿‧海猴子潛水旅宿」的侯老闆是個熱愛海洋的帥氣男子，在海邊規劃了「海猴子潛水旅宿」，希望喜愛大海的旅人都能將這裡當做旅行據點，跟著「海猴子」一起進入海洋的懷抱裡；「綠島住宿‧海猴子潛水旅宿」內備有二至四人房型，亦有背包客房，滿足旅人所需；雙人房中採用工業風格，散發著豪放不羈的氣息，就像熱愛旅行的您一樣讓人感到純粹無拘的放鬆！而四人房內清新雅緻，乾淨簡約的空間溫柔又自在，海景房內更能遠眺無際海平面，看那晨曦與落日在海面上形成的萬千變化，帶著慵懶愜意的氛圍，使人沉醉。 　
綠島啤 酒魚潛水中心,綠島啤酒魚潛水中心位於綠島公館村，我們是一群熱愛潛水的海人，大海對我們來說，是生命中不可或缺的一部分，希望與你分享我們喜歡的這片海底後花園。
綠島海韻民宿 |自由潛水 |水肺潛水|,藍天、大海、陽光、白沙與舒爽的海風，暢遊綠島，缺一不可！如海上珍珠般的綠島，是夏季時相當受到歡迎的渡假勝地，雖然腹地不大，卻擁有遼闊海洋、奇特礁岩、特色美食、豐富生態、海水溫泉、悠閒氣息及刺激的水陸活動，具備有完善的旅遊機能，不論是家族或學生朋友團體出遊都非常適合，每年皆吸引大批遊客前往～\n「綠島海韻潛水民宿」位在南寮漁港和綠島機場的中間段，交通相當便利，備有多間乾淨舒適的套房和雅房，並鄰近遊客中心、綠島燈塔及柴口潛水區等多處景點，讓您在晨曦或傍晚時分與好友或情人一同漫步在瑰麗多變的晴空下，微鹹的海風迎面吹拂，享受綠島得天獨厚的海洋風情～\n服務項目-綠島住宿、綠島民宿、綠島行程建議、綠島旅遊諮詢\n其他設施-停車場、無線上網、觀景平台、露天休閒座椅\n來到綠島不知道該怎麼玩嗎？別擔心！「綠島海韻潛水民宿」提供多項齊全的套裝行程、各項水陸活動代訂以及當地生態導覽解說，輕鬆帶您走遍綠島，讓您來到這裡不僅是走馬看花，還能更深入了解綠島一切的美好～
藍莎潛水中心（PADI五星級教練發展潛水中心）,藍莎潛水中心是由一群摯愛海洋的人所組成，同時也是綠島第一家具有PADI國際認證的潛水中心；由於對海洋的熱愛，藍莎潛水中心在2006年6月在這座綠色島嶼上誕生。\n在這70多坪的空間，我們不但提供休閒潛水觀光，也提供專業技術性潛水課程和教 練課程等， 透過全職的 PADI 潛水教練，提供一系列的 PADI 潛水課程， 更提供 各類型持續進修課程予符合資格的潛水員，包括潛水教練培訓課程、 緊急第一反應 課程，高氧潛水及休閒技術性潛水課程等。\n本中心備有教室，視聽器材完善，並配 合平靜水域的訓練，為初學者及合資格潛水員提供全年全天候 的教育服務。另外我 們也提供國內外深度潛水之旅、免費網際網路使用、本地交通訂票服務、綠島本地接送服務，讓您體驗到不同的潛水環境。
綠島怪獸潛水,保護環境，守護海洋，專業精進，永不懈怠。
一直曬太陽民宿,我們有各種舒適房型，套房、雅房、背包房，也有搭配各種活動的套裝行程。不只有美景還有美食，我們也提供手作精緻早餐。慢慢旅行，慢慢生活 ，座落在綠島北面最後一間民宿，漫步在都市喧囂到不了的海堤。四月的螢火蟲，五月的飛魚，六月夏季無垠的星空，一塊來感受小島的美好。
綠島諾亞民宿,綠島諾亞潛水民宿由熱情的４位在地年輕人帶著你體會綠島最熱情及純樸的綠島生活，不光是「潛水」而已我們提供了路上優質的解說(夜訪梅花路/竹節蟲/季節性螢火蟲，水下最優質的活動&水下解說導覽「浮潛」探索色彩繽紛的魚群，桌面優質在地風味餐點，依季節性提供各種不同餐點，夜間潮間帶探險，尋找睡著的魚兒/活力越晚越旺盛的海膽徹夜不眠的水中生物。 讓你吃喝玩樂一路到底。
好棧 Good Hostel,Good hostel 好棧 I 原9號背包位於綠島鄉，距離石浪海灘只需走一點路，有觀光旅遊櫃台、全面禁菸客房、共用休息室、全館WiFi（免費）以及露台。這間住宿距離桂灣海灘1.3 公里，距離綠島燈塔 3.3 公里，距離朝日溫泉 4.6 公里。住宿有行李寄放服務和洗衣服務。Good hostel 好棧 I 原9號背包的每間客房都有戶外休息區。共用衛浴備有淋浴設施和吹風機。這間住宿距離綠島人權文化園區 5.4 公里。最近的機場是綠島機場，距離 Good hostel 好棧 I 原9號背包 2 公里。
綠島緩島旅宿,緩一夏、海清涼，熱血出發的自由小島，是綠島！迎著夏天的陽光、無限晴朗的大海，翻白浪花之外，海上浮現一座白色燈塔，與滿是綠意的小島。船剛靠岸，手拿「緩島」木製招牌的小幫手已經在船頭等候，在下船之後、環島之前，帶妳加滿熱血，直抵綠島大街最熱鬧的所在，低調木色裡，如太陽橘紅般溫暖、海水沁藍般自在——緩島，背包旅人的夏日小島生活！
70腳落,「綠島70腳落背包客棧」位在綠島公館村內，周邊鄰近柴口浮潛區，不論是公館鼻、牛頭山、柚子湖、小長城等皆短短車程可到，而在這有著潛水勝地之稱的綠島內，碧海藍天的景色是常態，而夜晚滿天星辰的迷人更是日常，就讓我們用最慢活的步伐，融入在地生活，感受自在無拘的慵懶生活。\n「綠島70腳落背包客棧」外觀可愛繽紛，美麗小巧的花卉植栽散發著熱情，歡迎著旅人到來，公共區域內略帶鄉村風格的佈置顯得溫馨幸福，以各種旅行意象妝點著空間，呼應著到來的旅人愛冒險的心，大廳內擺放多組休閒桌椅，讓您可與來自各地的旅人談天說地，分享旅行趣事。
閱光海背包輕旅,想展開一場富含書香氣息的高質感旅行嗎？那你一定不能錯過「閱光海」的神秘書牆！高挑的木製格子中，妥善陳列精選書籍、珍藏品和吉他；隨選隨讀的悠閒氣氛，時間彷彿慢了下來，刻劃滿室的靜與美。悠遊書海之餘，不妨與三五好友來場精彩的棋盤遊戲；也可徜徉在精心設計的隔間，欣賞海景透入窗格，與光影幻化成絕妙景緻，宛如身處高級海景列車一般。綠島閱光海背包輕旅體驗自潛導潛船票代訂位在南寮，提供海濱住宿，距離石浪海灘 1.3 公里，有花園、共用休息室和酒吧等設施。這間住宿設有私人海灘，距離柴口海灘2.5 公里。這間住宿抗過敏，距離中寮海灘1.5 公里。
龜灣39號背包客棧 露營,龜灣39號背包客棧 露營，這裡不單提供一個房間讓人能夠休憩，更提供了一個環境讓人能自由自在的享受這片淨土。這裡有 300 多坪的廣闊營地可以露營，讓人更親近大自然，無拘無束地享受簡單的快樂。誰說露營一定要在涼爽的山林裡，被海風輕拂臉頰的快活也體現不一樣的露營樂趣！快到龜灣39號背包客棧用獨樹一幟的方式與綠島的大自然做朋友吧！
綠島放個假旅宿 ,"綠島放個假旅宿室內外空間均由Ivan & Petty自行設計與規劃，我們的地點位於綠島中寮，距離機場騎機車約1分鐘，港口約6分鐘。民宿距離中寮港、綠島燈塔非常近，因此可以直接步行前往。民宿有相當多元的房型可供選擇，如空間較大的海景雙人房套房、經濟型的小雙人套房、6人的團體家庭房，以及背包客最喜歡的膠囊背包房，不管您是獨遊者、情侶、朋友、家庭，甚至是學生畢旅或公司員旅都非常的適合！我們也提供了舒適的公共空間與空中庭院提供旅人使用，請各位帶著放個假的愉快心情輕鬆入住！
"
藍海屋潛水渡假村,喜愛海洋熱愛交友的主人，歷經過七年多的計畫與籌備，決定為熱愛海洋與潛水的朋友建立一個圓夢的地方。一圓像電影般的夢，白天在珊瑚與礁岩的相界處與熱帶魚群共泳，紫色鹿角珊瑚與與水相映，魚群穿梭其中。夜晚在無光害的星空，品嚐新鮮海味簡單小酌兩杯，讓自然的海風輕撫入眠。早晨被浪聲給喚醒 掀開窗簾滿眼的藍，除了驚嘆再也沒有詞彙可以形容的景色！每位來到這裡的旅人，就像很久不見的好友回來相聚，漫步體驗純樸小島上愜意的生活。
小豆丁民宿,小豆丁民宿位於朗島部落的外圍，擁抱著山、海、田交匯之處。民宿全室皆為套房設計，擁有大方寬敞的室內空間與諾大的景觀窗台，住宿小豆丁民宿可讓您一次感受蘭嶼得天獨厚的自然與人文之美。 路易浮潛&SUP為小豆丁民宿自營店家，優質教練帶你感受蘭嶼大海的神奇魅力！
飛魚民宿。蘭嶼 Lanyu,飛魚媽媽是第一個從台灣嫁來蘭嶼的人，與飛魚爸爸親手一磚一瓦建立這間民宿。座落於漁人部落，當蘭嶼尚未開發觀光時，就擁有了這間飛魚民宿，多年來由飛魚媽媽細心呵護，現金由飛魚一家共同經營，經歷了時代洗鍊，年輕一代的翻修裝潢，飛魚民宿希望能夠讓旅客有如回到家的溫馨感受，也透過活動更加了解蘭嶼的文化。
Azul Apnea Freediving 朗。自由潛水,Azul Apnea Freediving位於蘭嶼北面朗島村落，可教授 AIDA 與 SSI 自由潛水課程，以及其他專長課程，系統化上課方式，專注於自由潛水教學及推廣、項目訓練潛水，小班制度， 蘭嶼、墾丁皆可上課。
暖暖浮潛,暖暖浮潛設備乾淨整潔 暖暖教練具有合格救生員證照 專業認真又有趣的教練 帶您輕鬆體驗浮潛 一窺蘭嶼最天然的海洋生態。
Unlockdive 解鎖自由潛水工作室,一對姐弟，在因緣際會下投入了波賽頓的擁抱，從此想為大家解鎖，這世界上那神秘的70%，你們第一次的屏息，你們第一次的下潛，你們第一次真正的放空，請讓我們帶著大家解鎖自潛的神秘與驚奇。
海岸線 Lanyu Coastline,每個人都有屬於自己的一片藍色，串連著沿海的海人，是總長1139公里的海岸。
